gene_id	gene_name	count.input	count.sample	total.input	total.sample	log2OR	padj	hit	enriched.rev	count.input.rev	count.sample.rev	total.input.rev	total.sample.rev
ENSMUSG00000090710	Pate11	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090713	Gm8127	0	1	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000090714	Zscan4d	3	1	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000090715	Vmn1r167	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000090716	Gm3371	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000090733	Rps27	8	1	330773	24257	NA	NA	NA	NA	7	0	328553	22225
ENSMUSG00000090738	Pate7	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090740	Gm17079	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090744	Gm6871	28	1	330773	24257	NA	NA	NA	NA	28	4	328553	22225
ENSMUSG00000090747	Esp8	11	1	330773	24257	NA	NA	NA	NA	12	1	328553	22225
ENSMUSG00000090751	Vmn2r63	0	0	330773	24257	NA	NA	NA	NA	2	1	328553	22225
ENSMUSG00000090762	Vmn2r56	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000090764	Gm3127	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090774	Vmn2r74	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090777	Ccdc188	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000090799	Klhl33	31	0	330773	24257	NA	NA	NA	NA	24	1	328553	22225
ENSMUSG00000090806	Vmn2r70	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000090812	Samd15	19	2	330773	24257	NA	NA	NA	NA	11	1	328553	22225
ENSMUSG00000090817	Gm4450	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090824	Olfr1344	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090827	Gm8297	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090840	1700092M07Rik	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090841	Myl6	0	0	330773	24257	NA	NA	NA	NA	0	1	328553	22225
ENSMUSG00000090843	Heatr4	59	1	330773	24257	NA	NA	NA	NA	57	1	328553	22225
ENSMUSG00000090853	Gm17364	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090854	Gm4340	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090862	Rps13	6	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000090864	Vmn2r40	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090872	Gm3239	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090874	Olfr733	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090891	D6Ertd527e	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090892	Vmn2r41	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090894	Olfr110	2	1	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090897	Gm44501	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090919	Pabpc4l	4	1	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000090935	Synj2bp	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090942	F830016B08Rik	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000090949	Vmn2r77	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090951	Olfr181	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090958	Lrrc32	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090961	Vmn2r8	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090963	Gm17655	3	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000090966	Vmn2r116	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090967	Vmn2r61	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000090981	Olfr718-ps1	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091002	Tcerg1l	16	0	330773	24257	NA	NA	NA	NA	5	1	328553	22225
ENSMUSG00000091006	Vmn2r69	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091012	Vmn1r34	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091013	Vmn1r1	45	0	330773	24257	NA	NA	NA	NA	22	1	328553	22225
ENSMUSG00000091022	Gm3115	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091028	Gm10722	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091034	Gm17660	4	1	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000091041	Gm17720	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091043	Glyatl3	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091045	Vmn2r55	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091049	Gm1979	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091055	Siglec15	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091059	Vmn2r14	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091060	Myocos	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091076	Vmn2r115	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091077	Gm21292	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091091	Kcnmb3	6	1	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000091096	Gm17304	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091109	Gm17622	1	0	330773	24257	NA	NA	NA	NA	5	1	328553	22225
ENSMUSG00000091110	Gm2832	2	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000091114	Gm3138	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091119	Ccdc152	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091122	Gm8247	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091129	Iqcf6	32	2	330773	24257	NA	NA	NA	NA	31	0	328553	22225
ENSMUSG00000091131	Gm7945	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091140	Gm17124	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091142	Gm17175	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091144	Phf11c	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091148	Gm3182	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091151	Vmn1r224	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091155	Serpine3	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091159	Gm17545	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091174	Pate10	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091175	S100a7l2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091183	Gm5141	6	0	330773	24257	NA	NA	NA	NA	20	0	328553	22225
ENSMUSG00000091185	Gm3278	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091204	Gm7271	32	1	330773	24257	NA	NA	NA	NA	31	0	328553	22225
ENSMUSG00000091205	Vmn2r71	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091206	Vmn2r91	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091215	Pate1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091227	Gm3755	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091228	Gm20390	110	7	330773	24257	-0.0251660914878473	0.99997370591344	FALSE	NA	127	5	328553	22225
ENSMUSG00000091239	Vmn2r76	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091243	Vgll3	32	1	330773	24257	NA	NA	NA	NA	42	3	328553	22225
ENSMUSG00000091248	Pate8	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091255	Speer4e	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091259	Vmn2r110	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091260	Vmn2r19	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091264	Smim13	3	1	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000091275	Gm3248	5	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091296	Gm4181	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091297	Gm8439	6	1	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000091306	Gm17606	78	8	330773	24257	0.635572166311993	0.99997370591344	FALSE	NA	94	2	328553	22225
ENSMUSG00000091311	Spata31d1b	54	3	330773	24257	-0.0121035023834964	0.99997370591344	FALSE	NA	67	3	328553	22225
ENSMUSG00000091312	Gm17490	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091345	Col6a5	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000091350	Vmn2r92	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091375	Vmn2r15	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091376	Aadacl2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091381	Vmn2r83	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091382	Vmn1r18	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091387	Gcnt4	0	0	330773	24257	NA	NA	NA	NA	0	1	328553	22225
ENSMUSG00000091400	Gm6356	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091402	Rd3l	6	0	330773	24257	NA	NA	NA	NA	12	0	328553	22225
ENSMUSG00000091407	Vmn2r117	7	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000091411	Gm5916	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091415	Ak9	73	4	330773	24257	-0.118294830408251	0.99997370591344	FALSE	NA	85	5	328553	22225
ENSMUSG00000091418	Gm3164	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091429	Gm17093	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091441	Gm17387	117	6	330773	24257	-0.30614181936897	0.99997370591344	FALSE	NA	90	4	328553	22225
ENSMUSG00000091450	Vmn2r11	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091455	Otogl	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091468	Vmn2r82	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091472	Gm3739	2	0	330773	24257	NA	NA	NA	NA	1	1	328553	22225
ENSMUSG00000091474	2610021A01Rik	25	3	330773	24257	1.06893906250483	0.99997370591344	FALSE	NA	27	1	328553	22225
ENSMUSG00000091476	Catspere2	1	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000091477	Gm5799	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091490	Triml2	25	1	330773	24257	NA	NA	NA	NA	24	2	328553	22225
ENSMUSG00000091491	Vmn2r97	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091494	Gm3269	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091504	Vmn2r118	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091511	Vmn2r87	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091512	Lamtor3	5	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000091519	Skor2	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091528	Vmn2r126	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091531	Olfr102	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091537	Tma7	24	2	330773	24257	NA	NA	NA	NA	15	0	328553	22225
ENSMUSG00000091541	Vmn1r9	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091556	Gm14569	1	1	330773	24257	NA	NA	NA	NA	10	0	328553	22225
ENSMUSG00000091563	Gm8108	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091568	Gm8206	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091569	Gm8232	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091572	Vmn2r3	15	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000091584	Gm8180	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091586	Cyp4f17	1	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000091594	Gm17067	7	1	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091601	Olfr93	5	1	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091604	Gm17349	16	1	330773	24257	NA	NA	NA	NA	12	3	328553	22225
ENSMUSG00000091614	Gm17657	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091617	Gm3752	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091618	H60c	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091620	Vmn2r23	3	0	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000091624	Vmn2r9	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091625	Lsm5	9	0	330773	24257	NA	NA	NA	NA	9	0	328553	22225
ENSMUSG00000091631	Vmn2r95	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091635	Vmn2r13	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091636	Akain1	11	1	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000091638	Vmn1r113	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091648	C2cd4d	2	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000091649	Phf11b	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091650	Apol11a	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091651	Vmn2r36	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091652	Vmn1r57	5	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091656	Vmn2r106	16	1	330773	24257	NA	NA	NA	NA	10	0	328553	22225
ENSMUSG00000091657	Gm3072	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091670	Vmn2r105	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091676	Gm8374	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091679	Vmn2r96	4	0	330773	24257	NA	NA	NA	NA	5	1	328553	22225
ENSMUSG00000091682	Trgc3	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091685	Gm17359	5	0	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000091692	4930433I11Rik	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091694	Apol11b	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091698	Gm6526	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091700	Gm7876	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091705	H2-Q2	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091712	Sec14l5	3	1	330773	24257	NA	NA	NA	NA	4	2	328553	22225
ENSMUSG00000091718	Gm16506	0	0	330773	24257	NA	NA	NA	NA	0	1	328553	22225
ENSMUSG00000091721	Gimd1	2	1	330773	24257	NA	NA	NA	NA	0	1	328553	22225
ENSMUSG00000091722	Siah3	6	1	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000091725	Gm8220	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091731	Gm17542	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091733	Gm8094	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091734	Vmn1r29	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091740	Gm7929	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091754	Gm3636	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091756	Gm3095	2	1	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091764	Zfp964	9	1	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000091768	Gm17617	135	8	330773	24257	-0.14834127642444	0.99997370591344	FALSE	NA	122	3	328553	22225
ENSMUSG00000091771	Vmn2r103	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091779	Gm21293	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091780	Sco2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091792	Gm3573	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091794	Vmn2r18	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091803	Cox16	8	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091805	Vmn2r108	3	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091809	Olfr721-ps1	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091813	Ces2h	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091814	Gm8050	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091827	Speer4f2	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091844	Gm8251	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091859	Vmn2r100	6	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000091863	Cldn34a	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091867	Cyp2a22	1	1	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091873	Olfr732	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091879	Vmn2r17	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091882	Gm6337	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000091888	Vmn2r80	5	1	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091896	Ube2d2a	11	1	330773	24257	NA	NA	NA	NA	19	1	328553	22225
ENSMUSG00000091897	Gm17019	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091898	Tnnc1	2	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000091903	Gm6460	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091923	Gm8267	10	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000091924	Vmn1r185	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091926	Vmn2r62	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091930	Vmn2r52	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091931	Gon7	9	0	330773	24257	NA	NA	NA	NA	8	0	328553	22225
ENSMUSG00000091933	Gm8857	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091937	Gm3646	40	2	330773	24257	NA	NA	NA	NA	63	1	328553	22225
ENSMUSG00000091945	Vmn2r114	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091956	C2cd4b	11	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000091962	Vmn2r78	3	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000091967	Vmn2r128	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091972	Tmem207	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091983	Olfr457	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091987	Gm10352	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000091996	BC049352	9	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000092004	Gm17482	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092008	Cyp2c69	2	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000092009	Myh15	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000092019	Gm4027	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092021	Gbp11	6	0	330773	24257	NA	NA	NA	NA	10	1	328553	22225
ENSMUSG00000092032	Vmn2r59	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092035	Peg10	83	1	330773	24257	NA	NA	NA	NA	95	1	328553	22225
ENSMUSG00000092036	Gm2244	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092043	Esp6	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092047	Gm17631	0	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000092048	Vmn2r85	3	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000092049	Vmn2r4	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092060	Bend4	37	2	330773	24257	NA	NA	NA	NA	48	2	328553	22225
ENSMUSG00000092073	Gm6205	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092074	Dynlt1a	8	1	330773	24257	NA	NA	NA	NA	26	2	328553	22225
ENSMUSG00000092077	Olfr101	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092080	Vmn2r16	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000092083	Kcnb2	21	1	330773	24257	NA	NA	NA	NA	12	2	328553	22225
ENSMUSG00000092094	Zfp804b	3	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092111	Vmn2r113	30	2	330773	24257	NA	NA	NA	NA	27	3	328553	22225
ENSMUSG00000092116	Gm10320	35	0	330773	24257	NA	NA	NA	NA	49	3	328553	22225
ENSMUSG00000092120	Vmn2r90	42	0	330773	24257	NA	NA	NA	NA	36	1	328553	22225
ENSMUSG00000092142	Gm6482	0	0	330773	24257	NA	NA	NA	NA	6	1	328553	22225
ENSMUSG00000092148	Gm8005	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000092152	Gm17026	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092157	Gm17268	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092162	Vmn2r86	0	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000092164	Rergl	7	0	330773	24257	NA	NA	NA	NA	6	0	328553	22225
ENSMUSG00000092165	Gm5624	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092166	Gm7942	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092167	Gm3696	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092192	Dnaaf4	5	0	330773	24257	NA	NA	NA	NA	1	1	328553	22225
ENSMUSG00000092210	A930009A15Rik	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092216	Gm19345	181	10	330773	24257	-0.279256142309815	0.99997370591344	FALSE	NA	175	7	328553	22225
ENSMUSG00000092225	Gm2381	2	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000092232	Gm20521	8	1	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000092243	Gm7030	65	4	330773	24257	0.0468137850897777	0.99997370591344	FALSE	NA	68	2	328553	22225
ENSMUSG00000092244	Esp34	2	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000092260	Zfp963	5	0	330773	24257	NA	NA	NA	NA	3	0	328553	22225
ENSMUSG00000092277	Gm19684	15	1	330773	24257	NA	NA	NA	NA	5	0	328553	22225
ENSMUSG00000092292	Olfr113	1	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092310	Gm20509	8	0	330773	24257	NA	NA	NA	NA	4	0	328553	22225
ENSMUSG00000092322	Esp36	1	0	330773	24257	NA	NA	NA	NA	2	0	328553	22225
ENSMUSG00000092329	Galnt2l	61	4	330773	24257	0.136993520705831	0.99997370591344	FALSE	NA	82	3	328553	22225
ENSMUSG00000092335	Zfp977	2	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092342	Esp31	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092345	Gm20503	1	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000092349	Smim40	64	6	330773	24257	0.554360784142358	0.99997370591344	FALSE	NA	45	2	328553	22225
ENSMUSG00000092360	Gm20441	3	0	330773	24257	NA	NA	NA	NA	1	0	328553	22225
ENSMUSG00000092413	Olfr115	0	0	330773	24257	NA	NA	NA	NA	0	0	328553	22225
ENSMUSG00000092416	Zfp141	4	0	330773	24257	NA	NA	NA	NA	5	0	328553	22225
